project,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url_old,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,new_violations_happening_place,new_violations_triggering_place,new_violations_reasons,new_violations_comment,num_old_violations,old_violations,old_violations_happening_place,old_violations_triggering_place,old_violations_reasons,old_violations_comment,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,same_old_new_test_results,new_original,new_pymop,new_pymop_libs,new_dylin,old_original,old_pymop,old_pymop_libs,old_dylin
socli,4421cdda30cd189d5a998070054d2fc41f02c354,f50d7e9eb38318e44cbd1d78ede4d619fc687d10,1591788961,Version bump,https://github.com/gautamkrishnar/socli/compare/f50d7e9eb38318e44cbd1d78ede4d619fc687d10...4421cdda30cd189d5a998070054d2fc41f02c354,https://github.com/gautamkrishnar/socli/compare/f50d7e9eb38318e44cbd1d78ede4d619fc687d10...4421cdda30cd189d5a998070054d2fc41f02c354,1,28.110000000000003,0,,,,,,2,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:434=1;RandomMustUseSeed:/socli/search.py:444=1,11,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:434=1;RandomMustUseSeed:/socli/search.py:444=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,f50d7e9eb38318e44cbd1d78ede4d619fc687d10,a91269b23baf8b03e91e29599f7c4db43a3d6c90,1591788306,Fixing travis deploy issues,https://github.com/gautamkrishnar/socli/compare/a91269b23baf8b03e91e29599f7c4db43a3d6c90...f50d7e9eb38318e44cbd1d78ede4d619fc687d10,https://github.com/gautamkrishnar/socli/compare/a91269b23baf8b03e91e29599f7c4db43a3d6c90...f50d7e9eb38318e44cbd1d78ede4d619fc687d10,1,28.110000000000003,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,0,,,,,,11,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:434=1;RandomMustUseSeed:/socli/search.py:444=1,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:434=1;RandomMustUseSeed:/socli/search.py:444=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,a91269b23baf8b03e91e29599f7c4db43a3d6c90,61f7a16d1218f369927ebbbe0d403903ae3dd3a3,1591773197,attempted bugfix for issue 179 (#180),https://github.com/gautamkrishnar/socli/compare/61f7a16d1218f369927ebbbe0d403903ae3dd3a3...a91269b23baf8b03e91e29599f7c4db43a3d6c90,https://github.com/gautamkrishnar/socli/compare/61f7a16d1218f369927ebbbe0d403903ae3dd3a3...a91269b23baf8b03e91e29599f7c4db43a3d6c90,1,28.01,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,0,,,,,,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:434=1;RandomMustUseSeed:/socli/search.py:444=1,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,RandomMustUseSeed:/socli/search.py:434<=RandomMustUseSeed:/socli/search.py:436;RandomMustUseSeed:/socli/search.py:444<=RandomMustUseSeed:/socli/search.py:446,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,61f7a16d1218f369927ebbbe0d403903ae3dd3a3,ceecab2968ac32455753f623a404e7dd521b8a9f,1591546596,Run deploy only for python 3.7,https://github.com/gautamkrishnar/socli/compare/ceecab2968ac32455753f623a404e7dd521b8a9f...61f7a16d1218f369927ebbbe0d403903ae3dd3a3,https://github.com/gautamkrishnar/socli/compare/ceecab2968ac32455753f623a404e7dd521b8a9f...61f7a16d1218f369927ebbbe0d403903ae3dd3a3,1,28.19,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,65943f0214a86118c2622af8080a8510c9cc9e15,3433ec6b290e4595140891d97fedd36359a3020f,1591537841,Use 3.5 +,https://github.com/gautamkrishnar/socli/compare/3433ec6b290e4595140891d97fedd36359a3020f...65943f0214a86118c2622af8080a8510c9cc9e15,https://github.com/gautamkrishnar/socli/compare/3433ec6b290e4595140891d97fedd36359a3020f...65943f0214a86118c2622af8080a8510c9cc9e15,1,28.299999999999997,0,,,,,,2,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908,Others,Others,Hard to Inspect,The library code is not public available on github,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,12,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,3433ec6b290e4595140891d97fedd36359a3020f,6bbde04064769b5da9bacd503e2cf892609cebc8,1591536459,Remove support for python 2,https://github.com/gautamkrishnar/socli/compare/6bbde04064769b5da9bacd503e2cf892609cebc8...3433ec6b290e4595140891d97fedd36359a3020f,https://github.com/gautamkrishnar/socli/compare/6bbde04064769b5da9bacd503e2cf892609cebc8...3433ec6b290e4595140891d97fedd36359a3020f,1,28.17,3,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908,Others,Others,Hard to inspect,The library code is not public available on github,0,,,,,,12,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,6bbde04064769b5da9bacd503e2cf892609cebc8,c292676c53d5c86d2aebe4533cd2b9f54a0142d2,1579138293,Fix bug when creating urwid,https://github.com/gautamkrishnar/socli/compare/c292676c53d5c86d2aebe4533cd2b9f54a0142d2...6bbde04064769b5da9bacd503e2cf892609cebc8,https://github.com/gautamkrishnar/socli/compare/c292676c53d5c86d2aebe4533cd2b9f54a0142d2...6bbde04064769b5da9bacd503e2cf892609cebc8,1,28.09,0,,,,,,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,c292676c53d5c86d2aebe4533cd2b9f54a0142d2,141ead78b6b409981940dc15b39a1d4f4ec74636,1579091438,Update Useragent and question title,https://github.com/gautamkrishnar/socli/compare/141ead78b6b409981940dc15b39a1d4f4ec74636...c292676c53d5c86d2aebe4533cd2b9f54a0142d2,https://github.com/gautamkrishnar/socli/compare/141ead78b6b409981940dc15b39a1d4f4ec74636...c292676c53d5c86d2aebe4533cd2b9f54a0142d2,1,28.09,1,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824,Others,Others,Flaky Spec,The checker or spec we used is not deterministic,0,,,,,,10,WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:824=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;RandomMustUseSeed:/socli/search.py:446=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1;RandomMustUseSeed:/socli/search.py:436=1,RandomMustUseSeed:/socli/search.py:446<=RandomMustUseSeed:/socli/search.py:446;RandomMustUseSeed:/socli/search.py:436<=RandomMustUseSeed:/socli/search.py:436,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
socli,dd49d01768ef8a8f04cdeb976599846b6e04f39c,e1a81d2772c7b7c5498b02a826db218b81113755,1564162747,Remove buggy br condition,https://github.com/gautamkrishnar/socli/compare/e1a81d2772c7b7c5498b02a826db218b81113755...dd49d01768ef8a8f04cdeb976599846b6e04f39c,https://github.com/gautamkrishnar/socli/compare/e1a81d2772c7b7c5498b02a826db218b81113755...dd49d01768ef8a8f04cdeb976599846b6e04f39c,1,28.15,2,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908,Others,Others,Hard to inspect,The library code is not public available on github,0,,,,,,11,RandomMustUseSeed:/socli/search.py:437=1;RandomMustUseSeed:/socli/search.py:447=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2900=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;WrongTypeAddedAnalysis:/lib/python3.12/site-packages/bs4/__init__.py:908=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1,9,StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2910=1;RandomMustUseSeed:/socli/search.py:461=1;Pydocs_HTTPConnectionSendSequence:/lib/python3.12/site-packages/urllib3/connection.py:571=1;InPlaceSortAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:166=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:2897=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/dammit.py:365=1;Requests_PreparedRequestInit:/lib/python3.12/site-packages/requests/sessions.py:269=1;RandomMustUseSeed:/socli/search.py:471=1;StringConcatAnalysis:/lib/python3.12/site-packages/bs4/element.py:1605=1,RandomMustUseSeed:/socli/search.py:437<=RandomMustUseSeed:/socli/search.py:461;RandomMustUseSeed:/socli/search.py:447<=RandomMustUseSeed:/socli/search.py:471,True,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0,7-2-0-0-0
wos-explorer,6c183a5329a5c1ba33327100624bcaa2c72359bb,a4443964848678bd178bc2549123247ab397224a,1540997824,Fixed warnings for incorrectly calling fixture directly,https://github.com/UW-Madison-Library/wos-explorer/compare/a4443964848678bd178bc2549123247ab397224a...6c183a5329a5c1ba33327100624bcaa2c72359bb,https://github.com/UW-Madison-Library/wos-explorer/compare/a4443964848678bd178bc2549123247ab397224a...6c183a5329a5c1ba33327100624bcaa2c72359bb,1,98.19,3,FileClosedAnalysis:/tests/test_article_collection.py:11;WrongTypeAddedAnalysis:/wos_explorer/article.py:37;WrongTypeAddedAnalysis:/wos_explorer/article_collection.py:43,Test code,"Project code, Test code","Test code fixed, more execution",The developer fixed a bug in the test which increase the number of passing tests from 6 to 13,0,,,,,,5,FileClosedAnalysis:/tests/conftest.py:13=1;FileClosedAnalysis:/tests/test_article_collection.py:11=1;WrongTypeAddedAnalysis:/wos_explorer/article.py:37=1;FileClosedAnalysis:/tests/conftest.py:17=1;WrongTypeAddedAnalysis:/wos_explorer/article_collection.py:43=1,2,FileClosedAnalysis:/tests/conftest.py:17=1;FileClosedAnalysis:/tests/conftest.py:13=1,FileClosedAnalysis:/tests/conftest.py:13<=FileClosedAnalysis:/tests/conftest.py:13;FileClosedAnalysis:/tests/conftest.py:17<=FileClosedAnalysis:/tests/conftest.py:17,False,13-0-0-0-0,13-0-0-0-0,13-0-0-0-0,13-0-0-0-0,6-0-0-0-0,6-0-0-0-0,6-0-0-0-0,6-0-0-0-0
llm-interface,6bca3d49d2183705e8651e96d9c4d00aa33698b2,3e357f226c6e560539aed1403bc38ff4b94b0a0b,1747098894,chore: bump to 0.1.11,https://github.com/provos/llm-interface/compare/3e357f226c6e560539aed1403bc38ff4b94b0a0b...6bca3d49d2183705e8651e96d9c4d00aa33698b2,https://github.com/provos/llm-interface/compare/3e357f226c6e560539aed1403bc38ff4b94b0a0b...6bca3d49d2183705e8651e96d9c4d00aa33698b2,1,84.17999999999999,0,,,,,,1,ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359,Others,Others,Hard to Inspect,"Without the runtime context, it is hard to inspect",10,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:645=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,11,InvalidComparisonAnalysis:/llm_interface/llm_tool.py:39=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:41=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/pydantic/_internal/_decorators.py:349=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:35=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:33=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:46=1;ItemInList:/lib/python3.12/site-packages/pydantic/_internal/_model_construction.py:359=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/invoke/vendor/yaml/constructor.py:266=1;InvalidComparisonAnalysis:/llm_interface/llm_interface.py:645=1;FileClosedAnalysis:/usr/lib/python3.12/logging/__init__.py:1263=1;InvalidComparisonAnalysis:/llm_interface/llm_tool.py:37=1,,True,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0,116-0-24-0-0
