timestamp,current_commit_sha,parent_commit_sha,current_commit_timestamp,current_commit_message,github_url,num_python_file_changed,coverage,num_new_violations,new_violations,num_old_violations,old_violations,num_current_violations,current_violations,num_parent_violations,parent_violations,violations_current_parent_commit_mapping,python_lines_changed
20260629_215832,7295738a5f297724e8df923c8412eabdb409ed25,,1748613885,feat: improve assignment handling logic in both LocalPythonEnv and python_server - Enhanced assignment detection to show variable values when no output - Fixed expression handling for wrapped expressions - Added comprehensive pytest tests with 26 test cases passing,,,6.061,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,0,,,
20260629_215832,37100df0616d91e71899f55ad83b7851b07c9f89,175703a12a040fdd7faf7d5df635c89bccc86e52,1749038112,task,https://github.com/femto/minion.git/compare/175703a12a040fdd7faf7d5df635c89bccc86e52...37100df0616d91e71899f55ad83b7851b07c9f89,2.0,3.8,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,186.0
20260629_215832,1aebdc50bb10bb05422d36116b1694788c8f3cf1,37100df0616d91e71899f55ad83b7851b07c9f89,1749038296,TASK OUTPUT,https://github.com/femto/minion.git/compare/37100df0616d91e71899f55ad83b7851b07c9f89...1aebdc50bb10bb05422d36116b1694788c8f3cf1,1.0,3.8,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,4.0
20260629_215832,079b2e6300032336705ec0d6ab18ae9c6f77caa1,1aebdc50bb10bb05422d36116b1694788c8f3cf1,1749122305,"feat: Implement DeepSeek think mode compatibility for CotMinion, RawMinion, and NativeMinion with comprehensive tests",https://github.com/femto/minion.git/compare/1aebdc50bb10bb05422d36116b1694788c8f3cf1...079b2e6300032336705ec0d6ab18ae9c6f77caa1,3.0,3.715,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,447.0
20260629_215832,4b77cdac0193f2177eedbcb80670efd1b9440eda,079b2e6300032336705ec0d6ab18ae9c6f77caa1,1749123086,"test: Remove problematic tests with external dependencies - Remove tests requiring LLM API calls, RPyC connections, and missing dependencies - All remaining 43 tests now pass successfully without external dependencies",https://github.com/femto/minion.git/compare/079b2e6300032336705ec0d6ab18ae9c6f77caa1...4b77cdac0193f2177eedbcb80670efd1b9440eda,5.0,3.727,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,877.0
20260629_215832,81b00866a18ddcddecc7575b015a47dccc0c7d8b,4b77cdac0193f2177eedbcb80670efd1b9440eda,1749126017,cot prompt 1,https://github.com/femto/minion.git/compare/4b77cdac0193f2177eedbcb80670efd1b9440eda...81b00866a18ddcddecc7575b015a47dccc0c7d8b,1.0,3.727,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,13.0
20260629_215832,2d70bbede71ae3ecf6609c4976d59bbb7ffbd9e4,81b00866a18ddcddecc7575b015a47dccc0c7d8b,1749129671,cot prompt 2,https://github.com/femto/minion.git/compare/81b00866a18ddcddecc7575b015a47dccc0c7d8b...2d70bbede71ae3ecf6609c4976d59bbb7ffbd9e4,1.0,3.727,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,5.0
20260629_215832,2f8314b4cb6a297cd7bb3a885ac7b7817c7147bd,2d70bbede71ae3ecf6609c4976d59bbb7ffbd9e4,1749129679,task output,https://github.com/femto/minion.git/compare/2d70bbede71ae3ecf6609c4976d59bbb7ffbd9e4...2f8314b4cb6a297cd7bb3a885ac7b7817c7147bd,1.0,3.709,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,37.0
20260629_215832,4e512b307e20bec3304c8812d0defe70dfe63f84,2f8314b4cb6a297cd7bb3a885ac7b7817c7147bd,1749719931,"Add MCP integration with comprehensive tests - MCPBrainClient for stdio/SSE/HTTP servers - BrainTool adapter for minion framework - Built-in calculator and final answer tools - 31 tests passing, security validation included",https://github.com/femto/minion.git/compare/2f8314b4cb6a297cd7bb3a885ac7b7817c7147bd...4e512b307e20bec3304c8812d0defe70dfe63f84,4.0,5.027,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,920.0
20260629_215832,35b5eb3eda811fa091489c4b22d803a579584d82,4e512b307e20bec3304c8812d0defe70dfe63f84,1751709615,feat: Add PIL.Image multimodal support and LocalPythonEnv default,https://github.com/femto/minion.git/compare/4e512b307e20bec3304c8812d0defe70dfe63f84...35b5eb3eda811fa091489c4b22d803a579584d82,9.0,4.711,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,1244.0
20260629_215832,9f72a8432a73f1d9e7f13ca0f5cb975137f4a897,35b5eb3eda811fa091489c4b22d803a579584d82,1751717400,Add CodeMinion: Think in Code agent with code reasoning and execution,https://github.com/femto/minion.git/compare/35b5eb3eda811fa091489c4b22d803a579584d82...9f72a8432a73f1d9e7f13ca0f5cb975137f4a897,4.0,5.2010000000000005,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,724.0
20260629_215832,c32af8bfaea20eeebaf75a3c69c7478945e4145c,9f72a8432a73f1d9e7f13ca0f5cb975137f4a897,1751724329,Implement final_answer termination mechanism for CodeMinion,https://github.com/femto/minion.git/compare/9f72a8432a73f1d9e7f13ca0f5cb975137f4a897...c32af8bfaea20eeebaf75a3c69c7478945e4145c,9.0,4.478,0,,0,,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,5,InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1844=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:284=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/attr/_make.py:1832=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/trio/_sync.py:262=1;InvalidComparisonAnalysis:/lib/python3.12/site-packages/yaml/constructor.py:266=1,,2284.0
